KECAMATAN,KELURAHAN,NAMOBJ,Kode,Luas__Ha_
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Kawasan Perumahan,"12",3.34901247464
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Kawasan Perumahan,"12",0.79590964982
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Kawasan Perumahan,"12",1.2417802901
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Kawasan Perumahan,"12",0.30416645013
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Kawasan Perumahan,"12",0.93408384895
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Kawasan Perumahan,"12",4.80872512069
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Kawasan Perumahan,"12",6.16455489671
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Kawasan Perumahan,"12",20.313655138
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Kawasan Perumahan,"12",59.9509127081
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Kawasan Perumahan,"12",0.17446941251
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Kawasan Peruntukan Industri,"10",1.2336897347
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Kawasan Peruntukan Industri,"10",1.4245427013
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Kawasan Peruntukan Industri,"10",0.10916049782
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Kawasan Peruntukan Industri,"10",0.24946138274
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Kawasan Peruntukan Industri,"10",0.10547809386
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Kawasan Peruntukan Industri,"10",0.72451470587
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Kawasan Peruntukan Industri,"10",0.60335128808
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Kawasan Peruntukan Industri,"10",4.93119243582
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Kawasan Peruntukan Industri,"10",0.44205173343
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Kawasan Peruntukan Industri,"10",1.15987027762
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Kawasan Tanaman Pangan,"7",2.85307454362
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Kawasan Tanaman Pangan,"7",0.00701418331
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Kawasan Tanaman Pangan,"7",42.539025295
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Ruang Terbuka Hijau (RTH) Kota,"6",1.1081678918
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Ruang Terbuka Hijau (RTH) Kota,"6",0.4405797886
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Ruang Terbuka Hijau (RTH) Kota,"6",1.71600664866
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Ruang Terbuka Hijau (RTH) Kota,"6",0.47157701187
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Ruang Terbuka Hijau (RTH) Kota,"6",0.45948907439
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Ruang Terbuka Hijau (RTH) Kota,"6",1.05507200853
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Ruang Terbuka Hijau (RTH) Kota,"6",0.30520184477
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Ruang Terbuka Hijau (RTH) Kota,"6",0.59324533029
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Ruang Terbuka Hijau (RTH) Kota,"6",1.20460226235
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Ruang Terbuka Hijau (RTH) Kota,"6",0.60779237569
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Ruang Terbuka Hijau (RTH) Kota,"6",1.30583581942
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Ruang Terbuka Hijau (RTH) Kota,"6",0.77473225225
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Ruang Terbuka Hijau (RTH) Kota,"6",0.27302421069
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Ruang Terbuka Hijau (RTH) Kota,"6",0.15415818051
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Ruang Terbuka Hijau (RTH) Kota,"6",3.41935138032
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Ruang Terbuka Hijau (RTH) Kota,"6",0.18131158259
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Ruang Terbuka Hijau (RTH) Kota,"6",0.45019735389
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Sempadan Sungai,"2",0.08424486154
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Sempadan Sungai,"2",0.0802005405
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Sempadan Sungai,"2",0.01129350298
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Sempadan Sungai,"2",0.04613712064
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Sempadan Sungai,"2",1.28241840247
Kecamatan Pekalongan Selatan,Kelurahan Kuripan Kertoharjo,Sempadan Sungai,"2",0.21611172258
Kecamatan Pekalongan Timur,Kelurahan Setono,Badan Air,"22",1.93960757354
Kecamatan Pekalongan Timur,Kelurahan Setono,Badan Jalan,"23",2.95539882219
Kecamatan Pekalongan Timur,Kelurahan Setono,Kawasan Pendidikan,"16",0.16980700319
Kecamatan Pekalongan Timur,Kelurahan Setono,Kawasan Pendidikan,"16",0.48372392568
Kecamatan Pekalongan Timur,Kelurahan Setono,Kawasan Perdagangan dan Jasa,"13",0.14084311406
Kecamatan Pekalongan Timur,Kelurahan Setono,Kawasan Perdagangan dan Jasa,"13",11.4983592883
Kecamatan Pekalongan Timur,Kelurahan Setono,Kawasan Perdagangan dan Jasa,"13",3.20865985081
Kecamatan Pekalongan Timur,Kelurahan Setono,Kawasan Perdagangan dan Jasa,"13",4.72964722598
Kecamatan Pekalongan Timur,Kelurahan Setono,Kawasan Peribadatan,"15",0.27103185052
Kecamatan Pekalongan Timur,Kelurahan Setono,Kawasan Perkantoran,"14",0.8064416275
Kecamatan Pekalongan Timur,Kelurahan Setono,Kawasan Pertahanan dan Keamanan,"21",4.75326373268
Kecamatan Pekalongan Timur,Kelurahan Setono,Kawasan Pertahanan dan Keamanan,"21",1.72419613315
Kecamatan Pekalongan Timur,Kelurahan Setono,Kawasan Perumahan,"12",34.700665594
Kecamatan Pekalongan Timur,Kelurahan Setono,Kawasan Perumahan,"12",41.9317105661
Kecamatan Pekalongan Timur,Kelurahan Setono,Kawasan Perumahan,"12",9.46151804462
Kecamatan Pekalongan Timur,Kelurahan Setono,Kawasan Peruntukan Industri,"10",0.33877069646
Kecamatan Pekalongan Timur,Kelurahan Setono,Kawasan Peruntukan Industri,"10",0.28939476774
Kecamatan Pekalongan Timur,Kelurahan Setono,Kawasan Peruntukan Industri,"10",11.1239687192
Kecamatan Pekalongan Timur,Kelurahan Setono,Kawasan Peruntukan Industri,"10",0.55682629844
Kecamatan Pekalongan Timur,Kelurahan Setono,Kawasan Peruntukan Industri,"10",0.90391128479
Kecamatan Pekalongan Timur,Kelurahan Setono,Kawasan Peruntukan Industri,"10",0.41699776796
Kecamatan Pekalongan Timur,Kelurahan Setono,Kawasan Peruntukan Industri,"10",0.12666135277
Kecamatan Pekalongan Timur,Kelurahan Setono,Kawasan Tanaman Pangan,"7",52.1826217491
Kecamatan Pekalongan Timur,Kelurahan Setono,Ruang Terbuka Hijau (RTH) Kota,"6",0.08532149009
Kecamatan Pekalongan Timur,Kelurahan Setono,Ruang Terbuka Hijau (RTH) Kota,"6",0.0628991472
Kecamatan Pekalongan Timur,Kelurahan Setono,Ruang Terbuka Hijau (RTH) Kota,"6",0.21203425697
Kecamatan Pekalongan Timur,Kelurahan Setono,Ruang Terbuka Hijau (RTH) Kota,"6",0.09232656399
Kecamatan Pekalongan Timur,Kelurahan Setono,Ruang Terbuka Hijau (RTH) Kota,"6",0.49028911801
Kecamatan Pekalongan Timur,Kelurahan Setono,Ruang Terbuka Hijau (RTH) Kota,"6",0.04992234228
Kecamatan Pekalongan Timur,Kelurahan Setono,Ruang Terbuka Hijau (RTH) Kota,"6",1.45536899017
Kecamatan Pekalongan Timur,Kelurahan Setono,Ruang Terbuka Hijau (RTH) Kota,"6",0.74558935883
Kecamatan Pekalongan Timur,Kelurahan Setono,Ruang Terbuka Hijau (RTH) Kota,"6",4.35666301362
Kecamatan Pekalongan Timur,Kelurahan Setono,Ruang Terbuka Hijau (RTH) Kota,"6",0.80026501866
Kecamatan Pekalongan Timur,Kelurahan Setono,Ruang Terbuka Hijau (RTH) Kota,"6",1.73042211838
Kecamatan Pekalongan Timur,Kelurahan Setono,Ruang Terbuka Hijau (RTH) Kota,"6",0.14313554308
Kecamatan Pekalongan Timur,Kelurahan Setono,Ruang Terbuka Hijau (RTH) Kota,"6",0.19702871519
Kecamatan Pekalongan Timur,Kelurahan Setono,Ruang Terbuka Hijau (RTH) Kota,"6",0.00939505046
Kecamatan Pekalongan Timur,Kelurahan Setono,Ruang Terbuka Hijau (RTH) Kota,"6",0.17764999668
Kecamatan Pekalongan Timur,Kelurahan Setono,Ruang Terbuka Hijau (RTH) Kota,"6",0.03314944908
Kecamatan Pekalongan Timur,Kelurahan Setono,Ruang Terbuka Hijau (RTH) Kota,"6",0.80382059352
Kecamatan Pekalongan Timur,Kelurahan Setono,Sempadan Sungai,"2",0.33737849711
Kecamatan Pekalongan Timur,Kelurahan Gamer,Badan Jalan,"23",1.46951023352
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Kesehatan,"17",0.45372420587
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Pendidikan,"16",0.62687391556
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Pendidikan,"16",0.43735444144
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Pendidikan,"16",0.98765250666
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Pendidikan,"16",0.01263466079
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Perdagangan dan Jasa,"13",2.00548265042
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Perdagangan dan Jasa,"13",0.00042243226
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Perdagangan dan Jasa,"13",0.72257606516
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Perdagangan dan Jasa,"13",0.10528461807
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Perdagangan dan Jasa,"13",10.893600605
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Perdagangan dan Jasa,"13",0.01422059673
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Peribadatan,"15",0.829642423
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Perkantoran,"14",0.53726306319
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Perkantoran,"14",0.00541936279
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Perkantoran,"14",0.01915504708
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Perumahan,"12",1.8280835148
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Perumahan,"12",6.96871390333
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Perumahan,"12",3.69747061801
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Perumahan,"12",38.8467563333
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Perumahan,"12",1.05600472896
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Perumahan,"12",51.005657919
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Peruntukan Industri,"10",0.00017463657
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Peruntukan Industri,"10",2.12553088346
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Peruntukan Industri,"10",1.02240601245
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Tanaman Pangan,"7",0.00021737613
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Tanaman Pangan,"7",16.2456457449
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Tanaman Pangan,"7",11.2447841456
Kecamatan Pekalongan Timur,Kelurahan Gamer,Kawasan Transportasi,"19",5.59971142695
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.11603198346
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.34582857451
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.09701586388
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.47127383304
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.19069379316
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",2.63297816921
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",1.04723568928
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.15337460834
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.56672663526
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.05905225753
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.31521616871
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.41094840316
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.25006224699
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.63654279428
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.75230400533
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.69450453294
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.85460336042
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.54250033136
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.19160217945
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.84450539439
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.00296326538
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",1.05882624852
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.03927918217
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",1.31652028309
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.61408445566
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.36880617283
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.54242763222
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.58647853168
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",1.08440665321
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.63544982929
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.14069993362
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.25630474658
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",0.1393669493
Kecamatan Pekalongan Timur,Kelurahan Gamer,Ruang Terbuka Hijau (RTH) Kota,"6",1.30345695684
Kecamatan Pekalongan Timur,Kelurahan Kauman,Badan Air,"22",0.30599322267
Kecamatan Pekalongan Timur,Kelurahan Kauman,Badan Air,"22",1.06956180322
Kecamatan Pekalongan Timur,Kelurahan Kauman,Badan Air,"22",0.01628304337
Kecamatan Pekalongan Timur,Kelurahan Kauman,Badan Air,"22",1.68600157813
Kecamatan Pekalongan Timur,Kelurahan Kauman,Badan Air,"22",0.20919183307
Kecamatan Pekalongan Timur,Kelurahan Kauman,Badan Jalan,"23",3.79154353273
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Kesehatan,"17",0.68062501261
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Pendidikan,"16",0.42507976185
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Pendidikan,"16",0.88685189438
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Pendidikan,"16",0.65345503086
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Pendidikan,"16",1.03092118887
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Pendidikan,"16",0.48856099908
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Pendidikan,"16",0.25099958586
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Pendidikan,"16",0.28855903779
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Perdagangan dan Jasa,"13",0.00476208898
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Perdagangan dan Jasa,"13",0.02454578837
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Perdagangan dan Jasa,"13",0.67248937165
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Perdagangan dan Jasa,"13",0.66574349937
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Perdagangan dan Jasa,"13",1.20852169278
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Perdagangan dan Jasa,"13",1.2134988041
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Perdagangan dan Jasa,"13",1.22279979346
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Perdagangan dan Jasa,"13",14.9207622306
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Perdagangan dan Jasa,"13",9.89072652018
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Peribadatan,"15",0.98933581621
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Peribadatan,"15",0.19043073592
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Peribadatan,"15",0.10388359239
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Peribadatan,"15",0.08791590798
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Peribadatan,"15",0.66801218733
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Perkantoran,"14",0.37480991353
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Perkantoran,"14",2.60331563005
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Perkantoran,"14",0.10199718378
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Perkantoran,"14",0.6623998225
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Perumahan,"12",0.05440303249
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Perumahan,"12",2.31567851375
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Perumahan,"12",9.90524847402
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Perumahan,"12",10.8858333946
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Perumahan,"12",5.26584438245
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Perumahan,"12",9.32018396464
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Perumahan,"12",14.2059847177
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Perumahan,"12",11.1697977205
Kecamatan Pekalongan Timur,Kelurahan Kauman,Kawasan Peruntukan Industri,"10",0.01052734559
Kecamatan Pekalongan Timur,Kelurahan Kauman,Ruang Terbuka Hijau (RTH) Kota,"6",0.28077727091
Kecamatan Pekalongan Timur,Kelurahan Kauman,Ruang Terbuka Hijau (RTH) Kota,"6",0.02808709523
Kecamatan Pekalongan Timur,Kelurahan Kauman,Ruang Terbuka Hijau (RTH) Kota,"6",0.29879135464
Kecamatan Pekalongan Timur,Kelurahan Kauman,Ruang Terbuka Hijau (RTH) Kota,"6",0.02764863977
Kecamatan Pekalongan Timur,Kelurahan Kauman,Ruang Terbuka Hijau (RTH) Kota,"6",1.47351399058
Kecamatan Pekalongan Timur,Kelurahan Kauman,Ruang Terbuka Hijau (RTH) Kota,"6",0.34327378839
Kecamatan Pekalongan Timur,Kelurahan Kauman,Ruang Terbuka Hijau (RTH) Kota,"6",0.01238949051
Kecamatan Pekalongan Timur,Kelurahan Kauman,Sempadan Sungai,"2",0.08989788082
Kecamatan Pekalongan Timur,Kelurahan Kauman,Sempadan Sungai,"2",0.27899974818
Kecamatan Pekalongan Timur,Kelurahan Kauman,Sempadan Sungai,"2",0.00356506523
Kecamatan Pekalongan Timur,Kelurahan Kauman,Sempadan Sungai,"2",0.5209726099
Kecamatan Pekalongan Timur,Kelurahan Kauman,Sempadan Sungai,"2",0.08366679338
Kecamatan Pekalongan Timur,Kelurahan Klego,Badan Air,"22",3.79432091546
Kecamatan Pekalongan Timur,Kelurahan Klego,Kawasan Pendidikan,"16",0.31419382445
Kecamatan Pekalongan Timur,Kelurahan Klego,Kawasan Pendidikan,"16",1.19270251152
Kecamatan Pekalongan Timur,Kelurahan Klego,Kawasan Pendidikan,"16",0.45474010156
Kecamatan Pekalongan Timur,Kelurahan Klego,Kawasan Perdagangan dan Jasa,"13",0.00859764469
Kecamatan Pekalongan Timur,Kelurahan Klego,Kawasan Perdagangan dan Jasa,"13",2.05874118952
Kecamatan Pekalongan Timur,Kelurahan Klego,Kawasan Peribadatan,"15",0.20633042837
Kecamatan Pekalongan Timur,Kelurahan Klego,Kawasan Peribadatan,"15",0.15818987406
Kecamatan Pekalongan Timur,Kelurahan Klego,Kawasan Perkantoran,"14",0.03255506358
Kecamatan Pekalongan Timur,Kelurahan Klego,Kawasan Perumahan,"12",56.4909940766
Kecamatan Pekalongan Timur,Kelurahan Klego,Kawasan Perumahan,"12",12.5101149037
Kecamatan Pekalongan Timur,Kelurahan Klego,Kawasan Peruntukan Industri,"10",1.22064092806
Kecamatan Pekalongan Timur,Kelurahan Klego,Kawasan Peruntukan Industri,"10",0.62037583312
Kecamatan Pekalongan Timur,Kelurahan Klego,Ruang Terbuka Hijau (RTH) Kota,"6",0.00122515165
Kecamatan Pekalongan Timur,Kelurahan Klego,Ruang Terbuka Hijau (RTH) Kota,"6",0.21434811754
Kecamatan Pekalongan Timur,Kelurahan Klego,Ruang Terbuka Hijau (RTH) Kota,"6",0.39425548594
Kecamatan Pekalongan Timur,Kelurahan Klego,Ruang Terbuka Hijau (RTH) Kota,"6",1.48267128244
Kecamatan Pekalongan Timur,Kelurahan Klego,Ruang Terbuka Hijau (RTH) Kota,"6",0.17435299208
Kecamatan Pekalongan Timur,Kelurahan Klego,Ruang Terbuka Hijau (RTH) Kota,"6",0.37556268877
Kecamatan Pekalongan Timur,Kelurahan Klego,Ruang Terbuka Hijau (RTH) Kota,"6",0.99222583187
Kecamatan Pekalongan Timur,Kelurahan Klego,Ruang Terbuka Hijau (RTH) Kota,"6",1.65096442642
Kecamatan Pekalongan Timur,Kelurahan Klego,Ruang Terbuka Hijau (RTH) Kota,"6",0.46047997732
Kecamatan Pekalongan Timur,Kelurahan Klego,Ruang Terbuka Hijau (RTH) Kota,"6",0.09737326325
Kecamatan Pekalongan Timur,Kelurahan Klego,Ruang Terbuka Hijau (RTH) Kota,"6",0.70623098825
Kecamatan Pekalongan Timur,Kelurahan Klego,Sempadan Sungai,"2",0.23872748008
Kecamatan Pekalongan Timur,Kelurahan Klego,Sempadan Sungai,"2",0.38366034109
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Badan Air,"22",0.86552039235
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Badan Air,"22",2.27510464059
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Badan Air,"22",0.73652337452
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Badan Air,"22",0.10313756032
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Badan Jalan,"23",2.13049891444
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Kawasan Kesehatan,"17",0.08689900347
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Kawasan Pendidikan,"16",0.19064429178
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Kawasan Pendidikan,"16",0.69995891734
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Kawasan Pendidikan,"16",0.25818371908
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Kawasan Pendidikan,"16",0.00079899936
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Kawasan Perdagangan dan Jasa,"13",0.05039381963
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Kawasan Perdagangan dan Jasa,"13",0.45488673629
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Kawasan Perdagangan dan Jasa,"13",6.18101160668
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Kawasan Perdagangan dan Jasa,"13",0.97800436372
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Kawasan Perdagangan dan Jasa,"13",0.36829456663
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Kawasan Perdagangan dan Jasa,"13",1.34898592495
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Kawasan Perdagangan dan Jasa,"13",7.04487680617
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Kawasan Perdagangan dan Jasa,"13",2.86242791216
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Kawasan Peribadatan,"15",0.12586869753
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Kawasan Peribadatan,"15",0.07573596122
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Kawasan Perkantoran,"14",0.04460279217
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Kawasan Perkantoran,"14",0.01435220275
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Kawasan Pertahanan dan Keamanan,"21",0.01683831224
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Kawasan Pertahanan dan Keamanan,"21",2.65e-09
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Kawasan Perumahan,"12",21.0800173343
Kecamatan Pekalongan Timur,Kelurahan Noyontaansari,Kawasan Perumahan,"12",4.20683925142
